"","title","point","review"
"83","µµ¾î¶ô","6","µµ¾î¶ôÁ¤¸» ¾Æ½¬¿ü´ø ¿µÈ­ Çö½Ç¿¡¼­ ¾ðÁ¦µçÁö ÀÏ¾î³¯¼ö ÀÖ´Â »óÈ², ÁÖ°ÅÀÇ ³·Àº º¸¾ÈÀ¸·Î ¹üÁË¿¡ Ãë¾àÇÑ Çö½Ç, ºñÁ¤±ÔÁ÷ÀÇ ½½ÇÄ, Çö½ÇÀÇ °¢¹ÚÇÔ µîÀ» ÁßÈÄ¹Ý¿¡ ³¯·Á¹ö¸°....Â÷¶ó¸® Çö½ÇÀû ºñÆÇÀ» ´õ ³ì¿© ³»´Â°Ô ¾î¶°ÇßÀ»±îÇÏ´Â ¾Æ½¬¿òÀÌ ³²´Â ¿µÈ­... "
"84","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","9","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À¾ÖµéÀÌ ÁÁ¾ÆÇÕ´Ï´Ù. 2Æíµµ ±â´ëÇÏ°Ú½À´Ï´Ù. "
"85","¾îº¥Á®½º: ÀÎÇÇ´ÏÆ¼ ¿ö","10","¾îº¥Á®½º: ÀÎÇÇ´ÏÆ¼ ¿ö¾îº¥Á®½º:¿£µå°ÔÀÓ »¡¸® º¸°í½Í´Ù.. "
"86","¿±±âÀûÀÎ ±×³à","10","¿±±âÀûÀÎ ±×³àÃÊµîÇÐ»ý¶§ º¸°í ±×Àú ¿ô±ä ¿µÈ­·Î¸¸ ±â¾ïÇß´Âµ¥ ½Ã°£ÀÌ Áö³ª¼­ ¿Ö °ß¿ìÇÑÅ× ¹Ì¾ÈÇÏ´Ù°íÇÑ°ÇÁö ±â¾ïÀÌ¾È³ª¼­ ´Ù½ÃºÃ´Âµ¥ ¼¼»ó¿¡³ª ¤Ð¤Ð ÀÌ·±¿µÈ¯ÁÙ ¸ô¶ú¾ú³×¿ä ¤Ð¤Ð "
"87","º¸Çì¹Ì¾È ·¦¼Òµð","9","º¸Çì¹Ì¾È ·¦¼ÒµðÀ½¾Ç°ú ½ºÅä¸®ÀÇ Á¶È­ ! "
"88","±¹°¡ºÎµµÀÇ ³¯","1","±¹°¡ºÎµµÀÇ ³¯20OOOÀ» ¹è°æÀ¸·Î ±¹°¡Àç¾ÓÀÇ ³¯µµ ÈÄ¼ÓÀÛÀ¸·Î ¸¸µéÀÚ "
"89","¹ø°³¸ÇÀÇ ºñ¹Ð","10","¹ø°³¸ÇÀÇ ºñ¹Ð³Ê¹«Àç¹ÌÀÖ°Ô°ï¶÷Çß³×¿ä~~ "
"90","µµ¾î¶ô","1","µµ¾î¶ôccÈ®ÀÎÇÏ´Â°Å ÀÚÃ¼°¡ ÀÏº»´ÜÆí°øÆ÷¿µÈ­¿¡¼­ ³ª¿Ó´ø°ÅÀÚ³ª ¤Ñ º¸´Â³»³» Â¥Áõ³ª°íÇÑ±èÇÞÀ½ ¤Ñ ¤»¤» "
"91","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯±èÇý¼ö´Ô ¿µ¾î¿¬±â ´ë¹Ú... "
"92","¸ðÅÐ ¿£Áø","8","¸ðÅÐ ¿£Áøµ· ¾Æ±î¿î ¿µÈ­´Â ¾Æ´Ï¾úÀ½ ¼¼°è°üÀÌ ¾öÃ» ³¯°Í °°Àºµ¥ ÇÑÆíÀ¸·Î ³¡³ª ¾Æ½¬¿ò "
"93","µµ¾î¶ô","1","µµ¾î¶ô°³³ëÀë º¸Áö¸¶¼¼¿ä ÈÄÈ¸ÇÕ´Ï´Ù "
"94","¹Ù¿ï","10","¹Ù¿ï³ªµµ ¹Ù¿ïÃ³·³ ¸¶Áö¸· ³¯ ¹ÏÀ½À» ÁöÄ×³ë¶ó ¸»ÇÏ°í ½Í´Ù.. "
"95","ÀÎÅ©·¹´õºí ÇæÅ©","10","ÀÎÅ©·¹´õºí ÇæÅ©³»°¡ »ý°¢ÇÏ´Â °¡Àå ÀÌ»óÀûÀÎ ÇæÅ© "
"96","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð¿µÈ­¸¦ º¸°í ¾ÏÀÌ ³ª¾Ò½À´Ï´Ù "
"97","¿¢¼Ò½Ã½ºÆ®: »çÅºÀÇ ºÎÈ°","10","¿¢¼Ò½Ã½ºÆ®: »çÅºÀÇ ºÎÈ°´Ù¸¥¸»ÇÊ¿ä¾ø´Ù . ±Ø°­ÀÇ°øÆ÷¹°½Ã°£ÀÌ ³Ê¹« ¾È°¡¼­ ´À²¸Áö´Â ÇÏµåÄÚ¾î±Þ°øÆ÷ "
"98","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðµÎ¹ø ºÃ´Âµ¥ ´õ º¸°í½Í´Ù¤Ì¤Ì "
"99","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðÁøÂ¥ ¾öÃ»³ª´Ù ¿©¿î ÃÖ°í.. "
"100","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðÄý ³ë·¡ ¾ÆÁ÷µµ µè°íÀÖ´Ù.. "
"101","±¹°¡ºÎµµÀÇ ³¯","8","±¹°¡ºÎµµÀÇ ³¯¹¹¶ó ¸»ÇÒ¼ö¾øÁö¸¸ ¿¾ »ý°¢ÀÌ ³ª³×¿ä... "
"102","ÀÎ»ý ÈÄ¸£Ã÷","10","ÀÎ»ý ÈÄ¸£Ã÷¾ÆÁÖ °¨¸í ±í¾úÀ½!Àû±Ø ±ÇÀå! "
"103","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð¶Ç ºÁµµ ¾Æ±õÁö ¾ÊÀ» ¿µÈ­ÀÔ´Ï´Ù. "
"104","µµ¾î¶ô","4","µµ¾î¶ôº¼°Å¸é ÁøÂ¥ ±â´ëÇÏ°íº¸Áö¸»±æ.. ÁÖÀÎ°ø °³´ä´äÇÏ°í ÃÊ¹ÝºÎÅÍ Àü°³.°á¸» ¿¹»ó´ë·Î ¹éÆÛÀûÁß! °Á»·ÇÏ°í ¹«¼·Áöµµ¾Ê°í °øÆ÷½º¸±·¯ ¸Å´Ï¾Æ¶ó¸é ±â´ë¤¤¤¤ º¸´Â³»³» ´ä´ä ¹ß¾Ï¿µÈ­ "
"105","µµ¾î¶ô","7","µµ¾î¶ô¿©¼ºµµ ³²¼º ÇÑ¸íÁ¤µµ´Â °¨´çÇÒ¼ö ÀÖ´Â Ã¼·ÂÀ» Å°¿ö¾ß °Ú´Ù´Â ¸Þ¼¼Áö°¡ °­ÇÏ°Ô ¿Í´ê½À´Ï´Ù. "
"106","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯¿µÈ­¸¦ º¸´Ù ±× ½Ã´ë¸¦ °ÞÀº ¿ì¸® ºÎ¸ð´ÔÀÌ »ý°¢³ª ¸¶À½ÀÌ ¾ÆÆÍ½À´Ï´Ù. ±×¸®°í ¿µÈ­¿Í Áö±ÝÀÇ Çö½ÇÀÌ ²À ´à¾Æ  ¾¹¾µÇß³×¿ä.. "
"107","¸ðÅÐ ¿£Áø","5","¸ðÅÐ ¿£Áø½ºÅä¸®´Â ÁÁ¾ÒÀ¸³ª ÇÑÆíÀ¸·Î Ç¥ÇöÇÏ±â¿¡´Â ³Ê¹« ¸¹Àº ½ºÅä¸®¿´´ø°Í °°³»¿ä.. Â÷¶ó¸® 2ºÎÀÛÀÌ³ª 3ºÎÀÛÀ¸·Î ³ª¿ÔÀ¸¸é ¾î‹­À»Áö.. "
"108","º¸Çì¹Ì¾È ·¦¼Òµð","9","º¸Çì¹Ì¾È ·¦¼Òµðº¸Çì¹Ì¾È ·¦¼Òµð ¿Ï°î¸¸ µéÀ» ¼ö ÀÖ¾ú¾îµµ 10Á¡ÀÎµ¥.... "
"109","¸ó½ºÅÍ ÁÖ½ÄÈ¸»ç 3D","9","¸ó½ºÅÍ ÁÖ½ÄÈ¸»ç 3DÃ³À½¿£ ¸ó½ºÅÍµé ºñÁÖ¾óÀÌ ¿µ º°·ÎÁö¸¸ ¸·»óº¸´Ùº¸¸é º¼¸¸ÇÕ´Ï´Ù Àú´Â 2ÆíÀÌ ´õ Àç¹ÌÀÖ³×¿ä "
"110","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð°£¸¸¿¡ ¼Ò¸§µ¸À½¿ÏÀü °¨µ¿¹Þ¾ÒÀ½ "
"111","¸»Á×°Å¸® ÀÜÈ¤»ç","10","¸»Á×°Å¸® ÀÜÈ¤»ç¿µÈ­µµ ÈÇ¸¢ÇÏÁö¸¸ ±èÁøÇ¥ ÇÐ±³¿¡¼­ ¹è¿î°Í ³ë·¡µµ Àß¾î¿ï¸°´Ù ¿µÈ­¿¡¼± Àß¸°°Å °°Àºµ¥ ±Ç»ó¿ì µå·ÓÅ± ¸ÚÁ³´Ù "
"112","µµ¾î¶ô","8","µµ¾î¶ô¿ì¸®Áýµµ °¡²û µµ¾î¶ôÀÌ ¿Ã¶ó°¡ ÀÖ´Ù. ÂòÂòÇß´Âµ¥ ¿µÈ­º¸°í ³ª´Ï ¿ØÁö ºÒ¾ÈÇÏ³× "
"113","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯ÀÌ ¿µÈ­ ÀÇµµÀûÀ¸·Î ±î·Á´Â ¼¼·ÂµéÀÌ º¸ÀÎ´Ù. ¿µÈ­¸¦ º¸¸é ±×ÀÌÀ¯¸¦ ¾Ë°Ô µÉ°Í!!! "
"114","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","10","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½ÀÈï¹Ì·Î¿î ½ºÅä¸®¿Í ¿ôÀ½ ¿ä¼ÒµéÀÌ ¸¹¾Æ ¾ÆÀÌµå¸® Àç¹Õ°Ô º¼ ¼ö ÀÖ¾ú´ø°Å °°¾Æ¿ä~ ¾î¸¥ÀÎ Àúµµ À¯Ä¡ÇÏÁö ¾Ê°Ô Àß º¸°í ¿Ô´ä´Ï´Ù~^^ "
"115","¼º³­È²¼Ò","6","¼º³­È²¼Ò±¦Âú¾Ñ¾î¿ä. Àç¹Ô¾ú¾î¿ä "
"116","ÇåÅÍ Å³·¯","10","ÇåÅÍ Å³·¯ÁøÂ¥ Àç¹ÌÀÖ½À´Ï´Ù. ±äÀå°¨ Â¼³×¿ä.»ó¿µ°üÀÌ º°·Î¾ø¾úÁö¸¸ ±ØÀå¿¡¼­ º¸·Á°í ¸Ö¸®±îÁö °¡¼­ º» º¸¶÷ÀÌÀÖ³×¿ä. "
"117","ÇåÅÍ Å³·¯","10","ÇåÅÍ Å³·¯ÁøÂ¥ ¼û°ÜÁø ¸íÀÛ ÀÌ¾ú´Ù "
"118","³ë¹«ÇöÀÔ´Ï´Ù","1","³ë¹«ÇöÀÔ´Ï´ÙÆ÷Àå Á» ÇÏÁö¸¶. ÀÎ±ÅÅ¸·ÉÇÏ¸ç ¿Ü±¹ÀÎÀ» À§ÇÑ ÀÚÇÑÅ×. ¿Ü±¹ÀÎ Áö¹®ÀÎ½ÄÆóÁöÇÏ°í ¿Ü±¹ÀÎ Áö¹æ¼±°Å±Ç ÁØ ÀÚ. ÀÌ°Ô ÇÑ±¹ÀÎÀÌ³Ä. ¾î¶² ¹ÌÄ£ ³ª¶ó°¡ ¿Ü±¹ÀÎÇÑÅ× ÅõÇ¥±ÇÀ» Áà. "
"119","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯¿¬±â ³Ê¹« ÀßÇÏ½Ã°í Àç¹ÌÀÖ¾î¿ä "
"120","¸ùÅ°Å·:¼Õ¿À°øÀÇ Åº»ý","1","¸ùÅ°Å·:¼Õ¿À°øÀÇ Åº»ý¿äÁò Áß±¹¿µÈ­´Â ÁË´Ù ¾î¼³ÇÂ¿¬±â ¾î¼³ÇÂ½ºÅä¸®¿¡ CGÃÄ¹Ù¸¥°Íµé »ÓÀÌ³×. ¿ª½Ã ¼º·æÇü´Ô ¸»¾¸´ë·Î 'Çæ¸®¿ìµå¿¡´Â ÄôÇªÆÒ´õ°¡ ÀÖÁö¸¸, Áß±¹¿¡´Â ÄôÇª¿Í ÆÒ´õ¸¸ÀÌ ÀÖ´Ù.'·Î±º. "
"121","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð¿ÃÇØ ÃÖ°í ¿µÈ­...!!! "
"122","±¹°¡ºÎµµÀÇ ³¯","2","±¹°¡ºÎµµÀÇ ³¯´ÙÅ¥º¸´Ù¸øÇØ¿ä! ³Ñ ½Ç¸ÁÀÌ³×¿ä "
"123","±¹°¡ºÎµµÀÇ ³¯","8","±¹°¡ºÎµµÀÇ ³¯ÀÜÀÜÇÑ ÆÑ¼Ç¹° ÀÓÆÑÆ® ¾ø´Â µå¶ó¸¶ÀÌ´Ï Âü°í ÇÏ½Ã±¸ º¸¼¼¿ä ±×·¡µµ Àç¹ÌÀÖ¾î¿ä! "
"124","µµ¾î¶ô","10","µµ¾î¶ôÁ¶±ÝÀç¹ÌÀÖ°Ôº¸¾Ò¾î¿© "
"125","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðQueen, Bon Jovi, Guns N' Roses, Metallica.. ´Ù ¾Ë¸é °ø°¨.. "
"126","º¸Çì¹Ì¾È ·¦¼Òµð","8","º¸Çì¹Ì¾È ·¦¼ÒµðÄýÀÇ ¿µÈ­¶ó±âº¸´Ü ÇÁ·¹µð¸ÓÅ¥¸®ÀÇ ¿µÈ­. ´Ù¸¥¸â¹öµéÀÇ µé·¯¸®È­. ÄýÀÌ¶õ ±×·ìÀÇ À§´ëÇÔ¿¡ ¸ø¹ÌÄ£´Ù. ´Ù¸¥ ¸â¹öµéµµ Àü¼³ÀÎµ¥...¾Æ½±Áö¸¸ ±ØÀåÀ½ÇâÀ¸·Î ÄûÀÇ À½¾ÇÀ» µè´Â°Í¸¸À¸·Îµµ ÈíÁ·Çß´Ù. ¿À´Ã ³»¸¶À½À» ÇÒÄý ±â´ëµÈ´Ù^^ "
"127","¸ðÅÐ ¿£Áø","10","¸ðÅÐ ¿£Áøµ·¾È¾Æ±î¿ò Àç¹Õ°Ôº½ "
"128","½á´Ï","9","½á´Ï°¡Á·µéÀÌ º¸±â ÁÁÀº Ãß¾ïÆÈÀÌ ¿µÈ­ "
"129","¿¢½º¸Ç: µ¥ÀÌÁî ¿Àºê Ç»Ã³ ÆÐ½ºÆ®","9","¿¢½º¸Ç: µ¥ÀÌÁî ¿Àºê Ç»Ã³ ÆÐ½ºÆ®¸ðµç ¸é¿¡¼­ ¿Ïº®ÇÏ°í ¶Ç ¿Ïº®ÇÏ´Ù..»ó¾÷¼º°ú ¿¹¼ú¼º ¸ðµÎ¿¡¼­ ÀÌ¸¸Å­ÀÇ ¼º°ú¸¦ °ÅµÐ ¿µÈ­´Â °ÅÀÇ ¾ø´Ù "
"130","º¸Çì¹Ì¾È ·¦¼Òµð","9","º¸Çì¹Ì¾È ·¦¼ÒµðÄýÀÇ ³ë·¡°¡ ¾Æ´Ï¾ú´Ù¸é ±×Àú±×·±  Àü±â¿µÈ­¿´À»Å×Áö¸¸, ±× ½ÌÅ©·ÎÀ²¿¡ ¹Ú¼ö¸¦ "
"131","Ä£±¸2","1","Ä£±¸2ÁÖÁø¸ð´Â ¿Ö ³ª¿È¤Ñ¤Ñ ³ëÀë "
"132","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","8","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À³¡ÀÌ Á» ¾Æ½±Áö¸¸ ¼ÓÆíµµ ³ª¿Ã°Å¶ó ÇÏ´Ï¤¾¤¾¤¾ ¼ÓÆí ±â´ëÇÒ°Ô¿ä¤¾¤¾ "
"133","¿À´Ã ¹ã, ·Î¸Ç½º ±ØÀå¿¡¼­","10","¿À´Ã ¹ã, ·Î¸Ç½º ±ØÀå¿¡¼­¶óÀÌÇÁ ÀÌÁî ÄÃ·¯Ç® ¾Øµå ¿ø´õÇ® "
"134","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯±ÙÀÚ¿¡ º¸±âµå¹® ¼öÀÛÀÌ¶ó°í »ý°¢ÇÕ´Ï´Ù  °¡Àå °¡½¿ÀÌ ¶ß²ûÇÞ´ø¸»  ±¹°¡¸¦ ¹ÏÁö¸¶¶ó ¿´À¾´Ï´Ù "
"135","ÇåÅÍ Å³·¯","6","ÇåÅÍ Å³·¯´õ´õ¸»°í ´ú´õ¸»°í Å³¸µÅ¸ÀÓ¿ë ½Ã°£ ¹ö¸®°í ÇÁ¸é º¸¼À "
"136","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","10","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À¾ÆÀÌµéÀÌ Á¤¸» Àç¹ÌÀÖ°Ô º¸¾Ò¾î¿ä.2ÆíÀ» ±â´ëÇÒ²²¿ä.^^ "
"137","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð°¨µ¿ÀÇ ¹°°á~ÈÄ¹ÝºÎ¿¡¼± ´«¹°»ùÀ» ÀÚ±Ø½ÃÄÑ °¡½¿ ¹®Å¬ÇÑ~ÀÛÇ° ¿¬±â ÃÖ°íÀÇ ¿µÈ­¸¦ ºÃ³×¿ä~ "
"138","¸ðÅÐ ¿£Áø","6","¸ðÅÐ ¿£Áø°³¿¬¼ºµµ ³²´Â°Íµµ ¾ø´Ù. ÇÏÁö¸¸ ½ºÆÃÆãÅ©Ç³ÀÇ ¿µÈ­°¡ ¿ö³« ±ÍÇÏ±â ¶§¹®¿¡ º¼¸¸ÇÑ °¡Ä¡´Â ÀÖ´Ù "
"139","Æ®¿ÍÀÌ½º·£µå","10","Æ®¿ÍÀÌ½º·£µåÆ®¿ÍÀÌ½º´Â Âù¾çÀÔ´Ï´Ù "
"140","µµ¾î¶ô","2","µµ¾î¶ô°³¿¬¼º 1Á¡ ½º¸±3Á¡... ÃÊ¹Ý¿¡´Â ¿©ÀÚºÐµé °ø°¨ ¸¹ÀÌÇÏ½Å´Ù ÇÏ´õ¶ó "
"141","ºäÆ¼ ÀÎ»çÀÌµå","10","ºäÆ¼ ÀÎ»çÀÌµå°¡½¿¸Ô¸ÔÇØÁö´Â »ç¶û¿µÈ­³×¿ä "
"142","ÀÌº°ÀÇ ¾ÆÄ§¿¡ ¾à¼ÓÀÇ ²ÉÀ» Àå½ÄÇÏÀÚ","10","ÀÌº°ÀÇ ¾ÆÄ§¿¡ ¾à¼ÓÀÇ ²ÉÀ» Àå½ÄÇÏÀÚ±×³É ³Ê¹« Àß ¸¸µç ¿µÈ­. "
"143","Æ®¿ÍÀÌ½º·£µå","1","Æ®¿ÍÀÌ½º·£µåÀÌ¾ß ÀÌ·± °¨µ¿ÀûÀÎ ¿µÈ­¸¦ ¸¸µçºÐÀ» Á÷Á¢ º¸°í½Í³×¿ä ¤¾¤¾ "
"144","µµ¾î¶ô","10","µµ¾î¶ôÀç¹Õ¾ú¾î¿ä. ½ÉÀåÀÌ ÂÌ±êÇÏ³×¿ä ¤»¤» "
"145","¼º³­È²¼Ò","10","¼º³­È²¼Ò¿ª½Ã ¸¶µ¿¼®...¤Ð¤Ð "
"146","µµ¾î¶ô","10","µµ¾î¶ôÇö½Ç°¨ÀÌ  µ¸º¸¿´½À´Ï´Ù ! ±Â! µµ¾î¶ô È¿Áø "
"147","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","10","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À¿ª½Ã ±ØÀåÆÇ¤»¤» 2Æíµµ ³ª¿Ã°Å¶ó¸ç ÁÁ¾ÆÇØ¿ä¤»¤» "
"148","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðÃÖ°í ÃµÀçÀÇ ¼ø°£À» ¿³º¼ ¼ö ÀÖ¾ú´Ù "
"149","µµ¾î¶ô","3","µµ¾î¶ôÀÌµûÀ§ ¿µÈ­¸¦ 8Á¡ ±×·¯´Ï±ñ ½Å·Ú¸¦ ÀÒ´Â°Å¾ß  ¹¹ ºñ½º¹Ç·¹ÇØ¾ß ±×·±°¡ º¸´Ù ÇÏÁö ¿¡ÀÌ±¸  ¹Èµðµé¾Æ  ¾Ë¹Ù ÇÒ·Á¸é Á¦´ë·Î ÇØ¶ó "
"150","µ¿ÁÖ","10","µ¿ÁÖ¹®ÃÊ·Î ÀÌ·ïÁö´Â ÀÌ¾ß±â Àü°³¿Í Çü»çÀÇ ´«¹°, µ¿ÁÖ¿Í ¸ù±ÔÀÇ ÀÌ¾ß±â-¼± ±³Â÷, Àü±âºñÆò¿¡ µû¸¥ À±µ¿ÁÖÀÇ ½Ã ³¶µ¶, Çü¹«¼Ò·Î ¼ö°¨µÇ±â Á÷Àü µ¿ÁÖ°¡ ¸ù±Ô¸¦ ³»·Á´Ùº» °Í, Èæ¹éÀÇ ¿µ»ó. »ý¾Ö ÀÌ¾ß±â·Î ¹üÁÖÈ­µÇ±â Àü¿¡ ¿µÈ­·Î¼­ ÇØ¼®µÇ¾î¾ß ÇÑ´Ù. ¼öÀÛÀÌ´Ù. "
"151","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹","10","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹ÁÁ¾Ò°í Å©¸®½º¸¶½º¿¡ º¸¸é ´õ ÁÁÀ» °Í °°¾Æ¿ä "
"152","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","10","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À¾ÖµéÀÌ ³Ñ Àç¹Õ°Ô º¸³»¿ä 2ÅºÀÌ ³Ê¹« ±â´ëµÇ¿ä~! "
"153","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð³ªµµ¸ð¸£°Ô ´«¹°ÀÌ... "
"154","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹","8","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹Å©¸®½º¸¶½º ½ÃÁð¿¡ µüÀÎ ¿µÈ­!! "
"155","¼¾°ú Ä¡È÷·ÎÀÇ Çà¹æºÒ¸í","10","¼¾°ú Ä¡È÷·ÎÀÇ Çà¹æºÒ¸í²ÞÀ» ²Ù´Â °Í °°Àº ¿µÈ­. Ost¸¶Àú... ÀÌ ¼¼»ó °ÍÀÌ ¾Æ´Ï´Ù...! "
"156","Æ®·¹ÀÎ½ºÆ÷ÆÃ","8","Æ®·¹ÀÎ½ºÆ÷ÆÃÁö±Ý ºÁµµ °¨°¢ÀûÀÌ°í ¿ÏÀüÈ÷ ÈûÀÌ ³ÑÄ£´Ù.. "
"157","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹","8","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹°Ü¿ï ´À³¦ÀÌ ¹°¾À~ ¾ÆÀÌµéÀÌ ³Ê¹« ÁÁ¾ÆÇØ¿ä~ "
"158","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","10","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½ÀÀúÈñ ¾ÆµéÀÌ ·±´×¸Ç Á¤¸» ÁÁ¾ÆÇÏ´Âµ¥ ±ØÀåÆÇ ³ª¿Í¼­ º¸°í ¿Ô¾î¿ä. Á¤¸» ÁÁ¾ÆÇÏ°í »ó¿µ³»³» ¾äÀüÇÏ°Ô Ç« ºüÁ®¼­ ºÁ¼­ »ÑµíÇÏ°í Àú±îÁö ±âºÐ ÁÁ¾Ò³×¿ä. "
"159","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹","1","È£µÎ±î±â ÀÎÇü°ú 4°³ÀÇ ¿Õ±¹Åë½Å»ç ¹«·áÇ¥·ÎºÃ¾îµµ ³» ½Ã°£ÀÌ ¾Æ±î¿ü´ø¿µÈ­!! "
"160","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð2¹ø ±×³É º¸°í 3¹øÂ° ½Ì¾î·Õ ¿¹¸ÅÇØµ×¾î¿ä ½Ì¾î·Õ ³Ê¹« °¡°í½Í¾ú´Âµ¥ ÀÚ¸®°¡¾ø¾î¼­ ¸ø°¡´Ù°¡ ÁÁÀºÀÚ¸®¸¦ ¹ß°ßÇØ¼­ ¹Ù·Î ¿¹¸Å! ½Ì¾î·Õ ¶³¸³´Ï´Ù.. ³ë·¡ ºÎ¸£°í½Í¾î¿ä ¤Ð¤Ð "
"161","¸ðÅÐ ¿£Áø","10","¸ðÅÐ ¿£Áø²ÜÀë~~ ¿À·£¸¸¿¡ ¸ÚÀÖ´Â ¿µÈ­º½ "
"162","´ëºÎ","10","´ëºÎ¾´ ÀÎ»ýÀÌ ´ã±ä ´À¿Í¸£ ¿µÈ­ ±³°ú¼­ "
"163","ÇÁ¸®½ºÆ®","10","ÇÁ¸®½ºÆ®2Åº ³ª¿À¸é ÁÁ°Ú³×¿ä!! "
"164","µµ¾î¶ô","1","µµ¾î¶ô´Ù°°ÀÌº¸°í Á×ÀÚ Áø½É ³ëÀë´Ù¸®¸¸ ÀÚ¸£°í ´Ù´Ï´Â ¿µÈ­³× "
"165","½½¸®¹ö","1","½½¸®¹öº°·Î´Ù. º°·Î. »èÁ¦ÇØ¾ßÁö "
"166","±º»ê: °ÅÀ§¸¦ ³ë·¡ÇÏ´Ù","7","±º»ê: °ÅÀ§¸¦ ³ë·¡ÇÏ´Ù¼­Á¤ÀûÀÎ°Ô³­ º°·Î¤Ð Âü "
"167","Æ®¿ÍÀÌ½º·£µå","10","Æ®¿ÍÀÌ½º·£µå¿ë»ê¿¡¼­ 4D·Î ºÃ´Âµ¥ È­¸éÀÌ Å©°í ¼±¸íÇÑµ¥´Ù ÀÔÃ¼ÀûÀÌ¾î¼­ ½ÇÁ¦ °ø¿¬Àå ÀÌ»óÀ¸·Î ÁÁ¾Ò¾î¿ä. °Ô´Ù°¡ °¡½¿ ¹¶Å¬ÇÑ °¨µ¿±îÁö~ Á¤¸» ÁÁ¾Ò½À´Ï´Ù. "
"168","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðµÎ¹øºÃ¾î¿ä! Á¸Æ¼ÄÜ ³Ê¹« ¶È°°Àº °Í °°¾Æ¿ä^^ "
"169","µ¿³×»ç¶÷µé","1","µ¿³×»ç¶÷µé±×³É Áý ¾Õ¿¡¼­ Àá½Ã µ¿³×»ç¶÷µé Áö³ª°¡´Â °Å ±×³É Áö°Ü º¸´Â°Ô ´õ ³´´Ù "
"170","¾Ï¼ö»ìÀÎ","10","¾Ï¼ö»ìÀÎÃÖ±Ù¿¡ º» ¿µÈ­Áß ÃÖ°í. ¿¬±âµé ³Ê¹« ÀßÇÏ°í ÀßºÃÀ½ "
"171","Â¯","2","Â¯¿¹»ê¾øÀ¸¹È ÂïÁö¸¦¸¸µé°¡ µ¶¸³¿µÈ­ÀÇ¸ðµ¶ÀÌ³× "
